"element_id","sentence_id","negative","neutral","positive","sentence"
"x472","x1",NA,"csk overs start from from prasidh just that one cskvkkr vivoipl kkrhaitaiyaar","fantastic","CSK Overs
 

Fantastic start from Prasidh just from that one

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x473","x1","noose","csk overs spinners from both ends and were tightening the the as timeout has been taken cskvkkr",NA,"CSK Overs
 

Spinners from both ends and were tightening the noose as the TIMEOUT has been taken

CSKvKKR"
"x474","x1",NA,"csk overs a a boundary from that over need wicket asap cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A boundary from that over need a wicket ASAP

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x475","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x476","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x477","x1",NA,"csk overs we have runs left to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs left to defend 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x478","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x479","x1",NA,"csk overs powerplay ends can we get a few more wickets as as possible cskvkkr vivoipl kkrha","quickly","CSK Overs
 

Powerplay ends can we get a few more wickets as QUICKLY as possible

CSKvKKR VIVOIPL KKRHa"
"x480","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x481","x1",NA,"my prediction is csk the match ipl ipl iplpredection","right win","My prediction is right CSK
win the match
IPL IPL IPLPREDECTION"
"x482","x1",NA,"can you you you describe this this moment moment of both also say some word for","sir sir please","sir can you please describe this moment of you both sir you also say some word for this moment"
"x483","x1",NA,"all the for today match sureshraina raina csk whistlepodu cskvkkr","best champ","All the best for today match champ SureshRaina raina csk WhistlePodu CSKvKKR"
"x484","x1","ban","inspects the chennai pitch and takes some serious maybe they need another years to","hope properly action star","Hope properly inspects the Chennai pitch and takes some serious action Maybe they need another years ban to star"
"x485","x1","touted","swachhindia ipl whistlepoduarmy as official fan club of csk m a chidambaram stadium in chenn","clean","SwachhIndia IPL WhistlePoduArmy touted as official fan club of CSK clean M A Chidambaram Stadium in Chenn"
"x486","x1",NA,"csk overs narine completes his rd over he has bowled cskvkkr vivoipl kkrhaitai","exceptionally well","CSK Overs
 

Narine completes his rd over he has bowled exceptionally well

CSKvKKR VIVOIPL KKRHaiTai"
"x487","x1",NA,"csk overs overs one boundary from that over remain cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

One boundary from that over overs remain

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x488","x1",NA,"csk overs we have runs more to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs more to defend

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x489","x1",NA,"csk overs pc has taken a wicket and catches today cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

PC has taken a wicket and catches today

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x490","x1","strike","rate of skipper was on on when we last took csk cskvkkr kkrhaitaiyaar",NA,"Strike Rate of 

Skipper was on when we last took on CSK

CSKvKKR KKRHaiTaiyaar"
"x491","x1",NA,"skipper sticks to to the combination face csk tonight cskvkkr vivoipl kkrhaitaiyaar","winning","Skipper sticks to the winning combination to face CSK tonight 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x492","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x493","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x494","x1",NA,"came across this must be a record in the history of ipl csk",NA,"Came across this must be a record in the history of 
IPL CSK"
"x495","x1",NA,"kasthuri linked csk csk with mgr mgr admk darbar",NA,"Kasthuri Linked CSK With MGR
CSK MGR ADMK Darbar"
"x496","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x497","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x498","x1","haters","old men without its s s csk v kkr tonight put your hands","friendships mutual respect","Old friendships mutual respect men without haters its s CSK v s KKR tonight 

Put your hands"
"x499","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x500","x1",NA,"csk overs kuldeep finishes his spell as the timeout has been taken cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

Kuldeep finishes his spell as the timeout has been taken

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x501","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x502","x1",NA,"russell csk csk mersal vs kkr ipl full video link","fans celebration","Russell CSK Fans Mersal Celebration CSK vs KKR IPL 

full video link"
"x503","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x504","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x505","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x506","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x507","x1",NA,"kasthuri linked csk csk with mgr mgr admk darbar",NA,"Kasthuri Linked CSK With MGR
CSK MGR ADMK Darbar"
"x508","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x509","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x510","x1","burn","cskvkkr csk massive by wickets kkr down","won","CSKvKKR 
CSK Massive
Won By Wickets
Burn KKR Down"
"x511","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x512","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x513","x1","unstoppable","ipl ipl dhoni at home aakashvani csk kkr mi kxip",NA,"IPL DHONI unstoppable at home AakashVani IPL CSK KKR MI KXIP"
"x514","x1",NA,"yellove csk whistlepodu","victory","Victory Yellove CSK WhistlePodu"
"x515","x1",NA,"dhanush dhanush in chepak stadium to watch cskvkkr match kutty linga wearing csk jersey",NA,"Dhanush in chepak stadium to watch CSKvKKR match kutty Dhanush linga wearing CSK jersey"
"x516","x1","defeat","csk comprehensively kkr done boys in yellow cskvkkr ipl","well","CSK comprehensively defeat KKR 

Well done Boys in Yellow 

CSKvKKR IPL"
"x517","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x518","x1",NA,"match day all the waiting for your innings lets rock it csk yellove","best champ big","Match Day 

All the best Champ
 Waiting for your Big Innings 
Lets Rock It 

CSK
Yellove"
"x519","x1",NA,"now csk is the only team who very easily in this season","qualified","Now CSK is the Only Team who Qualified Very Easily in this Season"
"x520","x1","enough","home matches to spin pitch csk","create win","home matches enough to create spin pitch win CSK"
"x521","x1",NA,NA,NA,""
"x522","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x523","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x524","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x525","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x526","x1",NA,"ms dhoni than broadband internet msdhoni csk","super","MS Dhoni Super than Broadband internet
MSDhoni CSK"
"x527","x1",NA,"zomato zomato zomatopremierleague in yesterdays ipl match csk against kkr but you send a message say","dear won","Zomato ZomatoPremierLeague Dear Zomato in yesterdays ipl match CSK won against KKR but you send a message say"
"x528","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x529","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x530","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x531","x1",NA,"chennai chennai kings csk by wickets kolkata xi xi ov man of the match deepak","super won","Chennai Super Kings CSK won by wickets 
Kolkata XI 
Chennai XI ov 
Man of the Match Deepak"
"x532","x1","touted","swachhindia ipl whistlepoduarmy as official fan club of csk m a chidambaram stadium in chenn","clean","SwachhIndia IPL WhistlePoduArmy touted as official fan club of CSK clean M A Chidambaram Stadium in Chenn"
"x533","x1","blame blame","at at chepauk in ipl rcb csk csk kkr least dont pitch your favourites pl",NA,"At Chepauk In IPL 

RCB 
CSK 
CSK 
KKR 

At least dont blame pitch blame your favourites pl"
"x534","x1",NA,"both kohli kohli and dhoni are captains they wont give up the the the positions to other teams but reads tab","consistent top","Both Kohli and Dhoni are consistent captains They wont give up the top positions to the other teams But Kohli reads the tab"
